emg_key,participant_id,source,corr,lag,n_mat,n_c3d
EMG_06_R_M_rectus_fem,RD0043,raw,1.0000000000000002,0,15,15
EMG_06_R_M_rectus_fem,RD0044,step4,1.0,0,6,6
EMG_06_R_M_rectus_fem,RD0044,raw,1.0,0,6,6
EMG_06_R_M_rectus_fem,RD0045,step4,1.0000000000000002,0,4,4
EMG_06_R_M_rectus_fem,RD0045,raw,1.0,0,4,4
EMG_06_R_M_rectus_fem,RD0047,step4,0.9999999999999999,0,6,6
EMG_06_R_M_rectus_fem,RD0047,raw,0.9999999999999999,0,6,6
EMG_06_R_M_rectus_fem,RD0050,step4,1.0,0,12,12
EMG_06_R_M_rectus_fem,RD0050,raw,1.0,0,12,12
EMG_06_R_M_rectus_fem,RD0051,step4,0.9999999999999998,0,8,8
EMG_06_R_M_rectus_fem,RD0051,raw,1.0,0,8,8
EMG_06_R_M_rectus_fem,RD0052,step4,0.9999999999999999,0,16,16
EMG_06_R_M_rectus_fem,RD0052,raw,1.0,0,16,16
EMG_06_R_M_rectus_fem,RD0055,step4,1.0,0,4,4
EMG_06_R_M_rectus_fem,RD0055,raw,0.9999999999999999,0,4,4
EMG_06_R_M_rectus_fem,RD0057,step4,1.0,0,17,17
EMG_06_R_M_rectus_fem,RD0057,raw,1.0000000000000002,0,17,17
EMG_06_R_M_rectus_fem,RD0059,step4,1.0,0,9,9
EMG_06_R_M_rectus_fem,RD0059,raw,1.0,0,9,9
EMG_06_R_M_rectus_fem,RD0060,step4,1.0000000000000002,0,6,6
EMG_06_R_M_rectus_fem,RD0060,raw,1.0,0,6,6
EMG_06_R_M_rectus_fem,RD0064,step4,0.9999999999999999,0,16,16
EMG_06_R_M_rectus_fem,RD0064,raw,1.0,0,16,16
EMG_06_R_M_rectus_fem,RD0072,step4,1.0000000000000002,0,4,4
EMG_06_R_M_rectus_fem,RD0072,raw,1.0,0,4,4
EMG_06_R_M_rectus_fem,RD0075,step4,1.0000000000000002,0,7,7
EMG_06_R_M_rectus_fem,RD0075,raw,1.0000000000000002,0,7,7
EMG_06_R_M_rectus_fem,RD0079,step4,0.9999999999999998,0,9,9
EMG_06_R_M_rectus_fem,RD0079,raw,0.9999999999999998,0,9,9
EMG_06_R_M_rectus_fem,RD0080,step4,1.0000000000000002,0,18,18
EMG_06_R_M_rectus_fem,RD0080,raw,1.0,0,18,18
EMG_06_R_M_rectus_fem,RD71,step4,1.0000000000000002,0,4,4
EMG_06_R_M_rectus_fem,RD71,raw,1.0,0,4,4
EMG_07_R_M_gluteus_maximus,RD0001,step4,1.0,0,17,17
EMG_07_R_M_gluteus_maximus,RD0001,raw,1.0,0,17,17
EMG_07_R_M_gluteus_maximus,RD0006,step4,1.0000000000000002,0,14,14
EMG_07_R_M_gluteus_maximus,RD0006,raw,1.0000000000000002,0,14,14
EMG_07_R_M_gluteus_maximus,RD0012,step4,0.9999999999999999,0,22,22
